mean_pearson_r,p-value,sig
0.7267723706059268,4.414582937600614e-18,*
-0.4216907023622315,8.715997976014604e-10,*
0.29002492342985053,1.4886763148453302e-05,*
0.1907634955425359,0.0010347594728910446,*
-0.2112395049115133,0.0004481627317821815,*
